ReportNumber,VehicleCrashKey,DriverAtFault,DriverInjurySeverity,DriverSubstanceAbuse,DriverDistractedBy,VehicleType,VehicleMovement,VehicleGoingDir,VehicleDamageExtent,SpeedLimit,ParkedVehicle,SubstanceAbuseContributed,VehiclesCrashedTotal,VehicleKey,LocalCaseNumber,AgencyName,ACRSReportType,HitRun,LaneDirection,LaneNumber,NumberOfLanes,RoadGrade,NonTraffic,OffRoadIncident,AccidentAtFault,CollisionType,SurfaceCondition,Light,TrafficControl,Junction,IntersectionType,RoadAlignment,RoadCondition,RoadDivision,Latitude,Longitude,RoadKey,CrossStreetKey,NonMotoristTotal,NonMotoristInjury,NonMotoristFatal,DateHourKey,LocationAreaKey
MCP3362002F,118EE0CFC2474DE5B8419E9EDC3764FE,True,NO APPARENT INJURY,NONE,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,TRUCK,MOVING CONSTANT SPEED,West,DISABLING,35,False,False,3,213975767330911,230071873,Montgomery County Police,Property Damage ,False,West,3,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,ICE,DAWN,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02698731,-77.02024175,5963249679537482,5352152355981673,0,0,0,2023121206,7700923739021308
MCP3091004F,2C10E9C4ABD14353B8EA8EF430DCA2D4,False,POSSIBLE INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,North,DISABLING,40,False,False,2,8243785710568087,230071209,Montgomery County Police,Injury ,False,North,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,ICE,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.12138683,-77.17581633,4972572914805173,8760747166704389,0,0,0,2023121206,7718751639140820
MCP3091004F,1CFB09202C2C442D81E40495762DC19F,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,North,NO DAMAGE,40,False,False,2,8882634665904292,230071209,Montgomery County Police,Injury ,False,North,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,ICE,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.12138683,-77.17581633,4972572914805173,8760747166704389,0,0,0,2023121206,7718751639140820
MCP2730003K,A171A00C9AAB4501A62E47669D155D77,True,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,DISABLING,35,False,False,1,6629049427942653,230071214,Montgomery County Police,Property Damage ,False,South,1,2,LEVEL,False,False,DRIVER,SINGLE VEHICLE,ICE,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.18352167,-77.25657,3202275317843380,6995932442052456,0,0,0,2023121207,7729807639132189
MCP3348001V,C7D74118C4AD4AC4BB19013437FDF9FB,False,SUSPECTED MINOR INJURY,NONE,NOT DISTRACTED,PASSENGER,ACCELERATING,South,DISABLING,25,False,False,1,2647442852301217,230071221,Montgomery County Police,Injury ,False,South,1,1,GRADE DOWNHILL,False,False,UNKNOWN,SINGLE VEHICLE,DRY,DAYLIGHT,STOP SIGN,UNKNOWN,T-INTERSECTION,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.10005333,-77.059925,7221947866452827,1666132118260957,0,0,0,2023121207,7705486039088590
DD5607004R,3DA49009019E47D39DF3C58584C5E6A6,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,35,False,False,2,1288219000105598,230071220,Rockville Police Departme,Property Damage ,False,North,1,2,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DAYLIGHT,OTHER,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.0833025,-77.15284283,347000767463737,6084081610456241,0,0,0,2023121208,7718114539090864
DD5607004R,E0D9BE73743446648BC143C685E9CD94,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,EMERGENCY,STARTING FROM LANE,West,FUNCTIONAL,35,False,False,2,5826783019741363,230071220,Rockville Police Departme,Property Damage ,False,North,1,2,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DAYLIGHT,OTHER,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.0833025,-77.15284283,347000767463737,6084081610456241,0,0,0,2023121208,7718114539090864
MCP3312004G,386932647BF14541A56C944ADBC71431,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,TRUCK,STOPPED IN TRAFFIC LANE,West,DISABLING,35,False,False,2,2458098163188191,230071238,Montgomery County Police,Property Damage ,False,West,1,1,LEVEL,False,False,DRIVER,HEAD ON,DRY,UNKNOWN,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.04759667,-76.98537333,5522798775586991,9606944601333049,0,0,0,2023121209,7698062539067210
MCP3312004G,B9E39BABF5B14222B2FE7DB53D813A6A,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,35,False,False,2,4595510051903263,230071238,Montgomery County Police,Property Damage ,False,West,1,1,LEVEL,False,False,DRIVER,HEAD ON,DRY,UNKNOWN,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.04759667,-76.98537333,5522798775586991,9606944601333049,0,0,0,2023121209,7698062539067210
MCP23510059,D536D21A68AE4ADCA179FB88DC7E00BB,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,UNKNOWN,30,False,False,2,9324840668219290,230071232,Montgomery County Police,Injury ,False,South,1,2,GRADE DOWNHILL,False,False,DRIVER,OTHER,ICE,DAYLIGHT,STOP SIGN,UNKNOWN,T-INTERSECTION,OTHER,OTHER,"TWO-WAY, NOT DIVIDED",39.10672667,-77.12094667,1794483657650329,7776595251600984,0,0,0,2023121209,7713230839137712
MCP23510059,260452C5A0EC4C4FB540DE64B1911151,True,SUSPECTED MINOR INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,South,UNKNOWN,30,False,False,2,4552950317993404,230071232,Montgomery County Police,Injury ,False,South,1,2,GRADE DOWNHILL,False,False,DRIVER,OTHER,ICE,DAYLIGHT,STOP SIGN,UNKNOWN,T-INTERSECTION,OTHER,OTHER,"TWO-WAY, NOT DIVIDED",39.10672667,-77.12094667,1794483657650329,7776595251600984,0,0,0,2023121209,7713230839137712
MCP263900GB,5E6DF46A978F4336ABF767D213727AB3,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MAKING LEFT TURN,East,DISABLING,30,False,False,1,5801424195628320,230071249,Montgomery County Police,Property Damage ,False,North,1,1,LEVEL,False,False,DRIVER,SAME DIR REAR END,ICE,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,FOREIGN MATERIAL,"TWO-WAY, NOT DIVIDED",39.16944533,-77.24839667,6910034440025097,8098638843223965,0,0,0,2023121210,7729807639132189
MCP27710030,11336788D04748C1920538EBFFBFB1C7,False,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,West,SUPERFICIAL,40,False,False,2,8012571794266419,230071259,Montgomery County Police,Property Damage ,False,West,1,1,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,UNKNOWN,UNKNOWN,UNKNOWN,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.11236366,-77.06136726,418179445979580,170090271737160,0,0,0,2023121210,7705486039088590
MCP27710030,291A12316E2645A0A8C7F28B2FE6310F,True,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,TRUCK,MOVING CONSTANT SPEED,West,SUPERFICIAL,40,False,False,2,9755364676930633,230071259,Montgomery County Police,Property Damage ,False,West,1,1,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,UNKNOWN,UNKNOWN,UNKNOWN,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.11236366,-77.06136726,418179445979580,170090271737160,0,0,0,2023121210,7705486039088590
MCP3312004H,B93DEF9B658B4617AA290DB5232EB9A4,False,POSSIBLE INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,40,False,False,1,8273328793244499,230071254,Montgomery County Police,Injury ,False,West,1,1,LEVEL,False,False,UNKNOWN,SINGLE VEHICLE,UNKNOWN,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.04759667,-76.98537333,4498045280709180,2809471043599209,0,0,0,2023121210,7698062539067210
MCP209400N3,50BED956492047558A30BE594146C876,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MAKING LEFT TURN,North,DISABLING,25,False,False,2,8801448047123282,230071256,Montgomery County Police,Property Damage ,False,South,3,3,LEVEL,False,False,DRIVER,HEAD ON LEFT TURN,DRY,DAYLIGHT,NO CONTROLS,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.98591167,-77.09467667,7307765282026999,9212312080722898,0,0,0,2023121211,7710072538987731
MCP209400N3,6FA76C9DBA0B4C478A7FAB47910DC867,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,DISABLING,25,False,False,2,3706795429459167,230071256,Montgomery County Police,Property Damage ,False,South,3,3,LEVEL,False,False,DRIVER,HEAD ON LEFT TURN,DRY,DAYLIGHT,NO CONTROLS,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.98591167,-77.09467667,7307765282026999,9212312080722898,0,0,0,2023121211,7710072538987731
MCP30210075,13C8358151A6418392C185A019A0BCAE,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,TRUCK,BACKING,UNKNOWN,SUPERFICIAL,0,False,False,2,8663703817635599,230071275,Montgomery County Police,Property Damage ,False,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,HEAD ON,UNKNOWN,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.05329167,-76.96215833,7781945108562677,7781945108562677,0,0,0,2023121212,7698062539067210
MCP30210075,FCB9579886D44436B490935FEB897CE2,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,PARKED,UNKNOWN,SUPERFICIAL,0,True,False,2,6171912278262372,230071275,Montgomery County Police,Property Damage ,False,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,HEAD ON,UNKNOWN,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.05329167,-76.96215833,7781945108562677,7781945108562677,0,0,0,2023121212,7698062539067210
MCP32990035,7B12503F2F504F23B61689ECDBB1024C,True,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,DISABLING,30,False,False,1,6812311329959322,230071290,Montgomery County Police,Injury ,False,East,3,3,LEVEL,False,False,DRIVER,SINGLE VEHICLE,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.15151833,-77.06367833,3800611912574069,8167578228000493,0,0,0,2023121214,7707322739151114
MCP30310053,6860304685894D31814EC7EE74EFBBF7,False,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,DESTROYED,40,False,False,2,6312893571399229,230071305,Montgomery County Police,Injury ,False,North,1,1,HILL CREST,False,False,DRIVER,HEAD ON,UNKNOWN,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.131242,-77.02984633,1731418443824382,7715093971188160,0,0,0,2023121215,7703013939150003
MCP30310053,3DBAFD657DC04C2180F59E37292F00B1,True,POSSIBLE INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,40,False,False,2,169882185045181,230071305,Montgomery County Police,Injury ,False,North,1,1,HILL CREST,False,False,DRIVER,HEAD ON,UNKNOWN,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.131242,-77.02984633,1731418443824382,7715093971188160,0,0,0,2023121215,7703013939150003
MCP31610062,5FCBFAB552E3495AA20EA73272164DA7,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,South,DISABLING,35,False,False,1,5738617089162022,230071321,Montgomery County Police,Property Damage ,False,South,3,3,LEVEL,False,False,DRIVER,SINGLE VEHICLE,DRY,DAYLIGHT,NO CONTROLS,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.03534189,-77.06847291,5963249679537482,7187319722441995,0,0,0,2023121216,7707527239025656
MCP3351001Y,1F670191CB0A489F9432FC1F5A7A450C,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,SUPERFICIAL,35,False,False,2,2256237822090807,230071322,Montgomery County Police,Injury ,False,North,3,3,LEVEL,False,False,DRIVER,SAME DIRECTION RIGHT TURN,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.0107805,-77.04064767,8554262040045692,3141001782990517,0,0,0,2023121216,7703596439001907
MCP3351001Y,7F47B6DE619C4BEE9AC4DA4A9C719C01,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,CHANGING LANES,North,SUPERFICIAL,35,False,False,2,7731083865396304,230071322,Montgomery County Police,Injury ,False,North,3,3,LEVEL,False,False,DRIVER,SAME DIRECTION RIGHT TURN,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.0107805,-77.04064767,8554262040045692,3141001782990517,0,0,0,2023121216,7703596439001907
MCP003600HK,7238CD7D0F68456B84570D7832119ADD,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,35,False,False,1,1032943149996826,230071327,Montgomery County Police,Property Damage ,False,West,0,2,LEVEL,False,False,DRIVER,SINGLE VEHICLE,DRY,DUSK,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.2103035,-77.15826317,3274019802749844,2129354249566483,0,0,0,2023121216,7714766839231538
DD5635004M,E275D1F793974E11934BF6EB179C443C,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,STARTING FROM PARKED,South,DISABLING,35,False,False,2,7942766363454161,230071347,Rockville Police Departme,Property Damage ,False,West,1,1,LEVEL,False,False,DRIVER,OTHER,DRY,DARK LIGHTS ON,STOP SIGN,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.08414882,-77.15476825,7719457218335621,9159535810319400,0,0,0,2023121217,7718114539090864
DD5635004M,E521C507F2D448CE889A9BCF87DFD09A,False,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,ACCELERATING,West,DISABLING,35,False,False,2,3233063173565461,230071347,Rockville Police Departme,Property Damage ,False,West,1,1,LEVEL,False,False,DRIVER,OTHER,DRY,DARK LIGHTS ON,STOP SIGN,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.08414882,-77.15476825,7719457218335621,9159535810319400,0,0,0,2023121217,7718114539090864
MCP31680067,241D22184BAC4A419388253085FC49DF,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,ACCELERATING,South,DISABLING,25,False,False,2,1973747269054455,230071350,Montgomery County Police,Injury ,False,East,1,1,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DARK LIGHTS ON,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.11676385,-77.17430978,6260873934971691,8889642924497640,0,0,0,2023121218,7718114539090864
MCP31680067,C18C0A539AF945C79107736027EC8718,False,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,DISABLING,25,False,False,2,8243785559569516,230071350,Montgomery County Police,Injury ,False,East,1,1,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DARK LIGHTS ON,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.11676385,-77.17430978,6260873934971691,8889642924497640,0,0,0,2023121218,7718114539090864
MCP33290027,56C883A8944E493299C4945D0918FDEC,False,SUSPECTED SERIOUS INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,South,DESTROYED,40,False,False,2,3706795429459167,230071363,Montgomery County Police,Injury ,False,South,1,2,LEVEL,False,False,UNKNOWN,HEAD ON LEFT TURN,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.056085,-76.9542885,6224438663177179,1675250990512816,0,0,0,2023121218,7698062539067210
MCP33290027,0B9BCBF982B14ED4BCA5937A9BB025BD,False,POSSIBLE INJURY,NONE,UNKNOWN,PASSENGER,MAKING LEFT TURN,North,DISABLING,40,False,False,2,7731083865396304,230071363,Montgomery County Police,Injury ,False,South,1,2,LEVEL,False,False,UNKNOWN,HEAD ON LEFT TURN,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.056085,-76.9542885,6224438663177179,1675250990512816,0,0,0,2023121218,7698062539067210
MCP2760004K,33698E052EAF42D3B30D909DBF2AB1EF,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,TRUCK,UNKNOWN,UNKNOWN,SUPERFICIAL,10,False,False,1,3063454761734827,230071388,Montgomery County Police,Property Damage ,True,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,SAME DIRECTION SIDESWIPE,UNKNOWN,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.14889712,-77.2093624,7781945108562677,7781945108562677,0,0,0,2023121220,7718751639140820
MCP28930044,3D127518247C404DB227450F10A1CAB2,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,EMERGENCY,PARKED,UNKNOWN,FUNCTIONAL,25,True,False,2,1423490067858241,230071377,Montgomery County Police,Property Damage ,True,North,0,1,LEVEL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,DRY,DARK NO LIGHTS,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.08116613,-77.09663074,6433863054140662,1936843338007596,0,0,0,2023121220,7709494939102237
MCP28930044,31190EE2E0FA4CA488F17C073207361B,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,FUNCTIONAL,25,False,False,2,4092823176329873,230071377,Montgomery County Police,Property Damage ,True,North,0,1,LEVEL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,DRY,DARK NO LIGHTS,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.08116613,-77.09663074,6433863054140662,1936843338007596,0,0,0,2023121220,7709494939102237
MCP3140002K,34CA84F940674C01902BA2FC44983DC7,True,NO APPARENT INJURY,NONE,INATTENTIVE OR LOST IN THOUGHT,PASSENGER,MOVING CONSTANT SPEED,South,DISABLING,25,False,False,1,170151789765393,230071409,Montgomery County Police,Property Damage ,False,South,1,2,LEVEL,False,False,DRIVER,OTHER,DRY,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.99764048,-77.0539655,5228183453489777,8698572861437387,0,0,0,2023121305,7703596439001907
DD56530032,91F24DF4F3294B279CE0CD25F33E90C9,True,NO APPARENT INJURY,ALCOHOL,UNKNOWN,PASSENGER,UNKNOWN,South,SUPERFICIAL,10,False,True,1,2815627384783423,230071410,Rockville Police Departme,Property Damage ,False,South,0,1,HILL UPHILL,False,False,DRIVER,HEAD ON,DRY,DARK NO LIGHTS,NO CONTROLS,INTERSECTION RELATED,Y-INTERSECTION,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.07214703,-77.12399113,5982632732354338,5383273552686060,0,0,0,2023121305,7712156139078053
MCP2195005Y,86449A7660D84EA8AD798F1DE0E714EF,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MAKING LEFT TURN,South,DISABLING,40,False,False,2,2815627401561042,230071411,Montgomery County Police,Injury ,False,South,1,1,LEVEL,False,False,DRIVER,ANGLE MEETS LEFT TURN,DRY,DARK LIGHTS ON,STOP SIGN,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.27742167,-77.324995,3702584804609942,2910914721410875,0,0,0,2023121306,7728275839257602
MCP2195005Y,23222836F43F4200A674C8B01C3B66E4,False,SUSPECTED MINOR INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,FUNCTIONAL,40,False,False,2,6711480654791204,230071411,Montgomery County Police,Injury ,False,South,1,1,LEVEL,False,False,DRIVER,ANGLE MEETS LEFT TURN,DRY,DARK LIGHTS ON,STOP SIGN,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.27742167,-77.324995,3702584804609942,2910914721410875,0,0,0,2023121306,7728275839257602
MCP3280004D,4D2E36F10D004762910BE0AB5E4A7EA7,False,SUSPECTED MINOR INJURY,NONE,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,South,DISABLING,40,False,False,2,5115928457489818,230071412,Montgomery County Police,Injury ,False,South,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAWN,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.0634945,-76.99930417,8901981419077344,2504194236584049,0,0,0,2023121307,7698062539067210
MCP3280004D,44964205C6844C5CB4454FA7E8A79D96,True,NO APPARENT INJURY,NONE,OTHER DISTRACTION,PASSENGER,MOVING CONSTANT SPEED,South,DESTROYED,40,False,False,2,5410146593457240,230071412,Montgomery County Police,Injury ,False,South,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAWN,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.0634945,-76.99930417,8901981419077344,2504194236584049,0,0,0,2023121307,7698062539067210
MCP32990036,B551584606DA481E83FDCFA93DFE8022,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,ACCELERATING,North,DISABLING,30,False,False,2,844630849538234,230071421,Montgomery County Police,Property Damage ,False,North,2,2,LEVEL,False,False,DRIVER,HEAD ON,DRY,DAYLIGHT,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.15855667,-77.04933833,7457796982308481,3906325989897185,0,0,0,2023121308,7707322739151114
MCP32990036,01AC59CB276349EEBEF25A00B491D0D4,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,South,FUNCTIONAL,30,False,False,2,4231424009270268,230071421,Montgomery County Police,Property Damage ,False,North,2,2,LEVEL,False,False,DRIVER,HEAD ON,DRY,DAYLIGHT,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.15855667,-77.04933833,7457796982308481,3906325989897185,0,0,0,2023121308,7707322739151114
MCP1564007P,ACC06CB8503E4F9983C1BD492AD1D766,False,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,40,False,False,2,7004010288867693,230071426,Montgomery County Police,Injury ,True,West,1,2,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.169395,-77.089404,4931198458935200,191736600525922,0,0,0,2023121308,7707322739151114
MCP1564007P,6663253DE9784EFFA5366C41351C39DF,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,UNKNOWN,MOVING CONSTANT SPEED,West,UNKNOWN,40,False,False,2,8168321465439775,230071426,Montgomery County Police,Injury ,True,West,1,2,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.169395,-77.089404,4931198458935200,191736600525922,0,0,0,2023121308,7707322739151114
MCP3079005X,4823A353D48240AAB1720C1DE545DEDA,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,East,DESTROYED,50,False,False,2,1166604393588078,230071226,Montgomery County Police,Property Damage ,False,East,1,1,LEVEL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.28409101,-77.18061737,7954022446587951,3883719130698370,0,0,0,2023121308,7721721839291851
MCP3079005X,FF839A0EBBA748CE82B80619F744C1FF,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,TRUCK,MOVING CONSTANT SPEED,East,SUPERFICIAL,50,False,False,2,2781967201972330,230071226,Montgomery County Police,Property Damage ,False,East,1,1,LEVEL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.28409101,-77.18061737,7954022446587951,3883719130698370,0,0,0,2023121308,7721721839291851
